id,Response
362602,1.0
168001,0.0
294207,1.0
130036,1.0
16976,0.0
225575,1.0
262934,1.0
284771,1.0
261735,0.0
262716,1.0
186508,1.0
452211,1.0
259326,0.0
77804,0.0
148958,0.0
199757,0.0
25600,0.0
18180,0.0
154871,0.0
484427,1.0
338138,1.0
5452,0.0
410505,1.0
313247,1.0
293663,0.0
367129,0.0
351409,0.0
411152,0.0
239983,1.0
171953,1.0
82476,1.0
180519,0.0
85849,0.0
147522,1.0
5945,0.0
99863,0.0
19819,1.0
43434,0.0
158672,1.0
180653,0.0
174102,1.0
12828,0.0
58950,1.0
191141,0.0
475066,0.0
224237,0.0
314561,1.0
267060,1.0
219539,0.0
177115,0.0
137815,0.0
436192,0.0
34341,0.0
225764,0.0
216150,0.0
408485,0.0
372387,0.0
168088,0.0
174219,1.0
12813,0.0
454741,0.0
29076,0.0
68898,0.0
68850,1.0
380537,1.0
506129,1.0
318681,0.0
327674,0.0
264276,0.0
411187,0.0
76196,0.0
212630,1.0
336095,0.0
504454,1.0
98876,0.0
274569,0.0
169081,0.0
17729,0.0
4748,0.0
287619,1.0
28247,0.0
71038,0.0
137098,1.0
282265,1.0
320097,0.0
308124,0.0
301327,1.0
219395,1.0
222500,0.0
290014,0.0
179833,0.0
11432,0.0
45247,1.0
230379,1.0
27133,0.0
286684,0.0
470969,0.0
63197,1.0
105184,1.0
69002,0.0
403618,0.0
191297,0.0
77932,0.0
379323,0.0
143354,1.0
368431,0.0
492197,0.0
456055,0.0
119619,0.0
448375,0.0
329918,0.0
59263,0.0
171062,0.0
15878,1.0
360814,1.0
47678,0.0
470108,1.0
105517,0.0
347357,0.0
193039,0.0
115468,0.0
307177,1.0
407421,0.0
350822,0.0
158102,1.0
15303,1.0
358557,0.0
9418,0.0
456470,0.0
297277,1.0
286178,1.0
144583,1.0
53850,0.0
82227,0.0
74448,0.0
266291,0.0
218554,0.0
17411,0.0
209570,1.0
70484,0.0
231961,0.0
194426,1.0
220829,1.0
68099,1.0
28303,0.0
24307,1.0
499786,0.0
224049,0.0
242553,0.0
131000,1.0
122677,0.0
493430,0.0
100828,0.0
318374,1.0
284598,0.0
174776,1.0
132004,0.0
212720,0.0
55534,1.0
35906,1.0
142631,1.0
365078,0.0
88671,1.0
94331,0.0
406985,0.0
149604,1.0
228896,1.0
435071,0.0
448784,0.0
410557,1.0
87372,1.0
74634,1.0
280301,0.0
25782,0.0
347635,0.0
9058,0.0
438586,0.0
75869,0.0
90940,0.0
4793,1.0
95272,1.0
233824,1.0
422437,0.0
150614,0.0
219987,0.0
323119,1.0
107498,0.0
451527,0.0
106569,0.0
8373,1.0
161375,0.0
43764,1.0
294597,0.0
346668,1.0
136990,1.0
186662,0.0
9411,0.0
436151,1.0
59887,1.0
425840,0.0
106145,0.0
165383,0.0
493170,0.0
219301,0.0
132236,0.0
187949,1.0
131466,1.0
477061,0.0
321149,0.0
284970,1.0
320031,0.0
86479,1.0
380849,0.0
118698,0.0
230540,0.0
56584,0.0
250905,0.0
350104,0.0
146842,0.0
442411,1.0
297928,0.0
358088,1.0
239886,0.0
69040,0.0
194187,1.0
29873,0.0
394879,1.0
236151,1.0
221522,1.0
263632,0.0
117582,1.0
126476,0.0
50287,0.0
375577,0.0
340837,0.0
213442,0.0
209177,0.0
189719,0.0
189537,0.0
57505,0.0
176706,0.0
353927,1.0
238712,0.0
122660,0.0
81414,1.0
178658,0.0
41174,1.0
90957,1.0
15253,1.0
281584,1.0
49150,0.0
291641,1.0
329229,0.0
355174,0.0
99417,0.0
168286,1.0
145212,0.0
173509,1.0
110595,0.0
211162,0.0
20551,1.0
149593,0.0
178082,0.0
434244,0.0
475878,1.0
354910,0.0
200196,0.0
81648,0.0
106644,0.0
87765,0.0
389544,0.0
49602,1.0
430266,0.0
64588,1.0
396301,1.0
317826,0.0
399305,1.0
463283,1.0
81959,1.0
374874,0.0
323314,0.0
206632,0.0
323864,0.0
159016,1.0
12570,0.0
280707,0.0
344763,0.0
400271,1.0
58809,0.0
434881,0.0
418831,1.0
382595,0.0
47441,1.0
312737,1.0
72612,1.0
37275,0.0
116597,0.0
221681,1.0
10923,1.0
486776,0.0
401918,0.0
373018,0.0
193411,0.0
319784,1.0
180843,0.0
379845,0.0
52336,1.0
101404,1.0
413463,0.0
109468,1.0
431634,1.0
378948,0.0
287865,0.0
129696,1.0
178168,1.0
102908,1.0
5405,0.0
128900,0.0
485938,0.0
491701,0.0
248005,1.0
503909,0.0
237181,1.0
444623,0.0
398100,0.0
325747,0.0
161458,0.0
441079,1.0
381116,0.0
332088,0.0
171161,0.0
72,0.0
196127,1.0
327901,0.0
28787,1.0
402942,0.0
117919,0.0
25968,0.0
385007,1.0
225147,1.0
423273,1.0
272396,0.0
415566,0.0
413056,1.0
28541,0.0
298947,0.0
328107,0.0
65738,0.0
281903,0.0
61640,1.0
424759,1.0
263939,0.0
48040,0.0
275354,0.0
126547,0.0
183840,0.0
6375,0.0
319097,1.0
395704,1.0
266502,1.0
122361,1.0
278445,0.0
365815,0.0
321525,1.0
63198,0.0
230282,0.0
76801,0.0
5809,1.0
387685,1.0
91527,0.0
373907,1.0
59575,0.0
139086,1.0
70847,0.0
42072,1.0
37431,1.0
507436,0.0
410068,1.0
156088,1.0
378628,0.0
137338,0.0
168064,0.0
162177,0.0
316837,0.0
132514,0.0
368293,0.0
237012,1.0
34349,0.0
104196,1.0
125822,1.0
156503,0.0
92963,0.0
372410,0.0
363018,1.0
394449,1.0
376870,1.0
190916,0.0
120824,0.0
439914,1.0
150050,1.0
355903,0.0
444910,0.0
372559,0.0
166769,0.0
368440,0.0
499859,1.0
228122,0.0
146568,0.0
97477,0.0
166352,0.0
145047,1.0
70159,0.0
118149,1.0
310745,1.0
361040,0.0
225839,1.0
173220,0.0
137459,0.0
23518,0.0
367099,0.0
217957,0.0
96991,1.0
14262,1.0
155585,0.0
50964,0.0
105617,1.0
446025,1.0
139740,0.0
471803,1.0
51164,0.0
269263,0.0
467754,0.0
188951,0.0
28948,1.0
459704,0.0
152902,1.0
177308,0.0
231534,0.0
136350,0.0
297807,0.0
234262,1.0
183281,0.0
463728,0.0
46219,0.0
319099,0.0
5290,0.0
369137,1.0
65221,1.0
411161,0.0
373656,1.0
114308,0.0
314246,0.0
273984,1.0
213107,0.0
226230,0.0
130370,1.0
417709,0.0
322923,0.0
413362,1.0
59718,0.0
496966,0.0
98290,1.0
380471,0.0
478133,0.0
226520,1.0
107931,0.0
416229,0.0
216443,1.0
411554,0.0
247371,0.0
292916,1.0
361489,1.0
293595,0.0
13090,1.0
453676,0.0
299443,1.0
257126,0.0
496825,0.0
270905,1.0
380557,0.0
293005,0.0
303369,1.0
494211,0.0
242831,0.0
482326,0.0
290458,0.0
116697,0.0
491967,0.0
377801,0.0
339010,0.0
84001,1.0
9408,0.0
8581,0.0
60167,0.0
300211,1.0
48664,0.0
63243,0.0
502569,1.0
253911,0.0
248503,0.0
199801,0.0
50745,1.0
371045,0.0
150983,0.0
186930,0.0
363555,1.0
319149,0.0
201957,1.0
220572,1.0
27018,0.0
17284,1.0
181450,1.0
347326,0.0
328752,0.0
51472,1.0
263828,1.0
436456,0.0
428966,1.0
254011,0.0
169378,1.0
415893,0.0
469363,0.0
290084,0.0
386412,0.0
8630,0.0
396814,0.0
404477,1.0
183274,0.0
323968,0.0
100877,0.0
97184,0.0
317949,0.0
147166,1.0
246007,0.0
248051,0.0
432301,0.0
248914,1.0
132424,0.0
324465,0.0
227340,0.0
500689,0.0
170703,0.0
60779,1.0
498071,0.0
206104,0.0
78137,0.0
408863,0.0
420358,0.0
290955,1.0
358744,0.0
259188,0.0
334888,0.0
107715,1.0
39622,0.0
241721,0.0
256551,0.0
297644,1.0
398821,0.0
893,0.0
39945,1.0
145231,1.0
108417,0.0
49889,0.0
265365,0.0
37044,1.0
156920,0.0
4363,1.0
154047,0.0
41307,1.0
131437,0.0
184645,1.0
68552,1.0
9007,1.0
159156,1.0
328832,1.0
101281,0.0
105442,0.0
31202,0.0
40391,0.0
212941,0.0
123897,0.0
31790,1.0
468422,1.0
361854,0.0
94728,0.0
84735,0.0
403222,0.0
143346,1.0
350611,0.0
164873,1.0
69476,0.0
86890,0.0
254283,1.0
219112,0.0
410061,0.0
146982,1.0
430096,0.0
347855,1.0
341055,0.0
310801,0.0
321908,0.0
393997,0.0
63367,1.0
255632,0.0
63415,0.0
263991,1.0
185390,1.0
183930,1.0
397597,1.0
453339,0.0
1639,1.0
155763,0.0
472494,0.0
308533,0.0
264523,0.0
287494,1.0
277489,0.0
350857,0.0
238133,0.0
142869,0.0
218854,0.0
330079,0.0
323,0.0
282948,1.0
256591,0.0
413722,0.0
212172,0.0
503926,0.0
334377,1.0
122585,0.0
175850,0.0
31251,0.0
329914,1.0
405343,0.0
273631,0.0
210862,1.0
246295,0.0
223559,0.0
98435,0.0
314631,0.0
365934,0.0
234607,0.0
269535,1.0
264044,0.0
311057,0.0
456929,0.0
193504,0.0
276839,0.0
228615,0.0
89124,0.0
345858,0.0
74959,1.0
319835,1.0
135490,1.0
19760,0.0
148679,0.0
8515,0.0
46751,1.0
185439,1.0
256124,0.0
122929,1.0
251023,1.0
268465,1.0
83715,0.0
196343,1.0
283206,0.0
4949,1.0
49796,0.0
338888,0.0
46978,1.0
425275,0.0
337119,0.0
315930,1.0
268628,0.0
395098,0.0
185508,0.0
94921,0.0
103026,0.0
105067,0.0
287561,0.0
439938,0.0
222665,1.0
185630,0.0
105371,0.0
318701,0.0
351941,0.0
140550,0.0
258986,0.0
178411,1.0
373462,1.0
78925,0.0
344384,1.0
176430,0.0
295480,0.0
469421,1.0
145839,0.0
357821,1.0
97787,0.0
19755,1.0
226341,0.0
491009,1.0
349624,0.0
419089,1.0
270242,0.0
400092,1.0
349700,0.0
343965,1.0
441167,0.0
364544,0.0
91929,0.0
317052,0.0
203183,0.0
470113,0.0
170279,0.0
233815,1.0
149461,0.0
126574,1.0
135981,0.0
154106,1.0
60354,0.0
9362,0.0
279865,0.0
175220,0.0
19853,1.0
303447,1.0
255987,0.0
265347,0.0
111850,0.0
508016,0.0
348250,1.0
438163,1.0
71691,1.0
47664,0.0
3281,0.0
4301,0.0
274898,0.0
77754,0.0
422339,0.0
456478,0.0
43679,0.0
35879,1.0
471306,1.0
243618,0.0
89652,0.0
47438,0.0
187780,1.0
334683,1.0
265430,1.0
447924,1.0
250038,1.0
485849,0.0
17337,0.0
152568,0.0
111759,0.0
327122,0.0
97872,0.0
380083,1.0
137780,0.0
57185,1.0
487389,1.0
241068,0.0
134154,0.0
257950,0.0
7594,1.0
367278,1.0
207447,0.0
492889,0.0
105958,0.0
434583,0.0
25836,0.0
289116,0.0
95753,1.0
179802,1.0
220581,0.0
382735,1.0
28803,0.0
404914,0.0
460318,0.0
158147,0.0
301998,1.0
265710,0.0
125947,1.0
438356,0.0
39913,1.0
237936,0.0
303048,1.0
379941,0.0
317633,0.0
451924,1.0
127870,1.0
131578,1.0
275422,1.0
227543,0.0
411364,0.0
329787,0.0
215838,0.0
402617,1.0
26218,0.0
372666,0.0
110446,1.0
450105,0.0
365773,1.0
213793,0.0
478604,0.0
501808,1.0
145974,0.0
372103,0.0
244596,1.0
457951,1.0
34581,0.0
234819,0.0
110770,0.0
213123,1.0
423030,0.0
280701,0.0
89244,0.0
177819,0.0
226074,0.0
193380,0.0
407296,0.0
119913,0.0
355411,1.0
368212,1.0
146539,0.0
117446,0.0
121200,0.0
222323,1.0
278090,1.0
379233,0.0
414066,0.0
56230,0.0
184256,0.0
357985,0.0
358050,0.0
446673,0.0
325249,0.0
32226,0.0
329796,0.0
329030,1.0
162370,0.0
101831,0.0
185460,0.0
261491,0.0
225275,0.0
2995,0.0
240462,1.0
41023,0.0
330131,0.0
422135,0.0
211326,0.0
72702,0.0
143406,0.0
333200,1.0
488367,0.0
104369,1.0
403331,0.0
60585,0.0
106227,0.0
288788,1.0
390544,1.0
463081,0.0
70108,0.0
28456,0.0
244230,0.0
292280,0.0
364659,1.0
495001,0.0
92897,1.0
247496,0.0
132964,1.0
448871,1.0
275575,0.0
415518,0.0
116432,0.0
489769,1.0
98841,1.0
332349,0.0
40050,0.0
54225,0.0
27374,0.0
263311,0.0
351831,0.0
278370,0.0
70798,1.0
169146,1.0
469658,1.0
69504,1.0
414940,1.0
20024,1.0
496677,0.0
385738,0.0
225668,0.0
339477,1.0
138663,1.0
121625,1.0
1735,0.0
356558,0.0
143148,0.0
154261,0.0
378446,0.0
159119,0.0
4100,0.0
6354,1.0
173983,0.0
101779,0.0
111054,1.0
150428,0.0
147673,0.0
438667,1.0
310593,1.0
319078,1.0
301701,0.0
161311,1.0
311258,0.0
429696,0.0
384564,0.0
248913,0.0
266678,0.0
493293,1.0
163648,0.0
206867,0.0
329804,0.0
375078,1.0
247478,0.0
441530,0.0
416319,0.0
346015,1.0
238398,0.0
52910,1.0
314430,0.0
252533,0.0
311029,0.0
129435,0.0
78545,0.0
64031,0.0
184837,1.0
112197,0.0
188966,0.0
177788,0.0
160127,1.0
249994,1.0
368337,0.0
183469,0.0
77391,0.0
297852,0.0
265305,0.0
388868,1.0
154979,0.0
443438,0.0
112878,0.0
485643,0.0
356360,1.0
190726,0.0
232305,0.0
116997,0.0
355744,0.0
10309,1.0
309154,0.0
267375,0.0
129725,1.0
267962,1.0
51340,0.0
184181,0.0
112440,0.0
91699,1.0
235495,0.0
242604,0.0
361909,1.0
354923,0.0
46880,0.0
495419,1.0
84139,0.0
417976,1.0
124194,0.0
86028,0.0
28535,1.0
244308,1.0
37209,0.0
136840,0.0
104678,0.0
357017,0.0
11902,0.0
118239,1.0
12622,0.0
39134,0.0
106331,0.0
465819,1.0
76034,0.0
198523,0.0
251174,1.0
20361,1.0
221325,0.0
340740,0.0
170334,0.0
72939,0.0
430862,1.0
326433,0.0
213475,0.0
60871,1.0
277495,1.0
145052,0.0
389602,0.0
229490,0.0
107896,1.0
447711,1.0
108597,0.0
150334,0.0
463516,1.0
63745,0.0
239586,0.0
5053,0.0
63295,0.0
277916,1.0
493138,0.0
220141,1.0
264071,0.0
301499,0.0
117179,1.0
193338,1.0
428060,0.0
346296,0.0
36827,1.0
154239,1.0
154190,0.0
425515,0.0
378951,1.0
476086,1.0
490743,1.0
139874,0.0
136704,1.0
292615,1.0
106024,1.0
191447,0.0
501441,0.0
197731,1.0
146830,0.0
361976,1.0
211155,0.0
48569,1.0
484580,0.0
499962,1.0
51320,0.0
309623,0.0
339832,1.0
150695,1.0
411250,1.0
355251,1.0
149143,0.0
294604,0.0
279105,0.0
125618,1.0
306030,1.0
417744,0.0
412753,1.0
442817,0.0
277883,0.0
216678,0.0
290300,0.0
177884,0.0
351544,0.0
135044,0.0
395483,1.0
382130,0.0
314100,0.0
137104,1.0
10190,0.0
450384,0.0
411109,1.0
179553,1.0
287710,0.0
71372,0.0
75676,0.0
155658,0.0
376299,0.0
117319,0.0
37587,1.0
10652,1.0
83183,0.0
388083,0.0
356955,0.0
149441,0.0
488615,0.0
265420,1.0
1543,0.0
319181,1.0
490710,0.0
123447,0.0
62497,1.0
267296,0.0
212770,0.0
103950,1.0
301417,1.0
413934,1.0
165509,1.0
276095,1.0
253807,1.0
58261,0.0
384967,0.0
137994,1.0
304941,0.0
213634,1.0
82396,0.0
1186,0.0
329759,0.0
457894,0.0
427058,1.0
200312,1.0
71373,1.0
29942,0.0
446036,0.0
106724,0.0
12063,0.0
122478,1.0
253532,0.0
25087,0.0
336674,1.0
20071,0.0
60583,0.0
40546,0.0
196546,1.0
232316,1.0
97031,1.0
89569,0.0
184166,1.0
425262,0.0
334005,0.0
70446,0.0
121444,0.0
250427,1.0
80068,1.0
487170,0.0
245411,0.0
436678,1.0
148552,0.0
356041,0.0
477821,0.0
73709,0.0
436050,0.0
136702,1.0
255718,0.0
284662,0.0
204270,1.0
247747,0.0
64898,1.0
50328,0.0
319668,1.0
112897,0.0
28096,1.0
155796,1.0
262499,0.0
276215,0.0
72272,1.0
79463,0.0
15217,1.0
10234,0.0
471187,0.0
377414,0.0
264006,0.0
341748,0.0
206470,0.0
69468,0.0
293885,1.0
479160,1.0
279946,0.0
309790,1.0
383848,1.0
265318,0.0
62248,0.0
500670,1.0
122528,0.0
347975,0.0
80477,1.0
366832,0.0
380728,1.0
150656,0.0
437160,0.0
67666,0.0
195091,0.0
300243,1.0
175953,0.0
426006,0.0
199564,0.0
410244,0.0
463410,0.0
116646,0.0
104561,0.0
472535,0.0
393727,1.0
304159,1.0
146527,1.0
86193,1.0
405651,0.0
283125,0.0
147856,0.0
42202,0.0
196886,0.0
197107,1.0
463770,1.0
195420,0.0
372087,0.0
294171,0.0
170253,1.0
87467,0.0
71616,0.0
262269,0.0
224989,0.0
355104,0.0
121013,1.0
149935,1.0
210439,1.0
334886,1.0
315731,0.0
300301,0.0
186835,0.0
378609,0.0
180655,0.0
34595,0.0
42855,0.0
117391,0.0
416232,0.0
247738,0.0
36514,0.0
183316,0.0
287555,0.0
174863,1.0
228656,0.0
245817,1.0
305438,0.0
90481,1.0
421020,1.0
283703,1.0
392194,0.0
136097,0.0
360275,0.0
488817,0.0
261498,0.0
297640,0.0
252989,1.0
395399,0.0
258389,1.0
153781,1.0
282613,1.0
339387,0.0
17060,1.0
61410,1.0
470688,0.0
38929,1.0
188639,0.0
185994,0.0
382243,0.0
376823,0.0
403621,0.0
190523,1.0
221930,0.0
288347,0.0
492299,1.0
25069,0.0
222668,1.0
442441,1.0
331744,0.0
240393,0.0
127507,0.0
305279,0.0
145991,0.0
185076,0.0
31622,0.0
55148,0.0
42168,0.0
36446,0.0
103602,0.0
157955,0.0
245954,0.0
384080,1.0
192237,1.0
74731,0.0
372250,1.0
267364,0.0
210831,0.0
101710,1.0
92728,0.0
61886,0.0
287880,0.0
145543,1.0
496833,0.0
368214,0.0
424935,0.0
59459,0.0
302728,0.0
188670,0.0
231627,0.0
322790,0.0
230337,0.0
82115,0.0
493163,0.0
353448,1.0
255117,1.0
282036,0.0
407674,1.0
195102,1.0
436182,1.0
238682,1.0
156672,0.0
114783,1.0
178416,1.0
277035,1.0
171245,0.0
258762,0.0
14534,0.0
205676,0.0
279484,0.0
27502,0.0
194734,0.0
402971,0.0
160059,0.0
408729,1.0
406842,0.0
283864,0.0
279242,1.0
315872,0.0
62470,1.0
55932,0.0
127446,1.0
336573,0.0
146146,0.0
140085,0.0
357697,0.0
232502,1.0
136991,1.0
367652,1.0
363871,0.0
302240,0.0
316571,1.0
204115,0.0
136536,0.0
229631,0.0
70473,1.0
228375,1.0
182140,1.0
202609,1.0
139527,0.0
94106,1.0
247854,0.0
330602,1.0
74780,1.0
11217,0.0
121861,0.0
504301,0.0
287881,1.0
268127,0.0
262408,1.0
314814,1.0
158921,0.0
353276,0.0
74879,0.0
44692,1.0
98692,1.0
209705,0.0
165875,1.0
353202,1.0
225696,1.0
51482,0.0
410252,0.0
1594,0.0
13215,1.0
290799,1.0
38860,0.0
392751,0.0
137478,0.0
471104,0.0
206745,0.0
143988,1.0
116559,0.0
171761,1.0
323607,1.0
165736,0.0
334202,1.0
126905,0.0
165710,1.0
311052,1.0
223130,0.0
403752,1.0
186456,0.0
484187,1.0
265025,1.0
282400,0.0
297238,1.0
29723,0.0
489687,0.0
264218,0.0
248944,1.0
354641,0.0
72760,1.0
149383,1.0
125808,0.0
268000,0.0
197411,1.0
294049,0.0
42175,1.0
323037,0.0
449773,0.0
36904,1.0
185374,1.0
165924,0.0
118377,0.0
348680,0.0
280077,0.0
272586,1.0
392107,0.0
335739,1.0
5049,1.0
110071,1.0
180092,0.0
261297,0.0
100938,0.0
205474,1.0
27721,0.0
490262,0.0
304195,1.0
215751,1.0
216852,1.0
352395,1.0
191874,0.0
259883,0.0
201387,0.0
232129,1.0
485214,0.0
33125,0.0
49461,1.0
168640,1.0
358974,0.0
164349,0.0
81770,0.0
12950,0.0
16649,0.0
54153,0.0
270511,1.0
264344,0.0
34087,1.0
234697,1.0
453372,1.0
311466,0.0
41512,0.0
385456,1.0
126068,1.0
72764,0.0
216938,0.0
62009,0.0
274283,1.0
290350,0.0
85008,0.0
260006,0.0
390171,1.0
496412,0.0
242945,0.0
345041,0.0
312636,1.0
131493,0.0
249328,0.0
396789,1.0
239017,0.0
169574,1.0
117038,0.0
188094,1.0
106733,1.0
315030,0.0
276961,0.0
406994,1.0
268273,0.0
243316,0.0
242304,0.0
134074,0.0
76874,0.0
420438,0.0
70878,1.0
326513,0.0
39111,0.0
318966,0.0
463005,0.0
201793,0.0
415925,1.0
259893,0.0
376806,1.0
70334,1.0
482978,0.0
164433,0.0
323238,0.0
32605,0.0
273446,1.0
207476,1.0
367021,0.0
187507,0.0
219367,1.0
129646,0.0
233371,0.0
331249,0.0
27554,1.0
46142,0.0
145145,0.0
110783,0.0
219886,0.0
249377,1.0
315852,0.0
53951,0.0
395047,1.0
30681,0.0
280384,0.0
225254,1.0
261910,1.0
436176,0.0
334769,1.0
467435,0.0
64910,0.0
444207,1.0
118822,0.0
230168,0.0
332736,1.0
9231,0.0
232267,0.0
422769,0.0
258230,0.0
171360,0.0
337570,0.0
254579,1.0
121859,1.0
154233,1.0
20055,0.0
369456,0.0
249823,0.0
349024,0.0
387751,1.0
315310,0.0
275748,1.0
430797,1.0
384257,0.0
7056,1.0
296772,0.0
329004,0.0
256493,1.0
21596,0.0
94044,0.0
506027,0.0
372582,0.0
448118,0.0
359865,0.0
168412,0.0
313825,1.0
222381,0.0
338132,0.0
362507,0.0
319198,1.0
382981,1.0
186401,0.0
206568,1.0
288778,1.0
261585,0.0
168880,0.0
251718,0.0
5816,1.0
189965,0.0
488544,1.0
368189,0.0
376501,0.0
425321,0.0
277141,0.0
99920,1.0
202487,1.0
300025,0.0
370636,0.0
158809,0.0
93878,0.0
384688,0.0
171676,0.0
134066,0.0
287093,0.0
51630,0.0
400924,0.0
318999,0.0
55909,1.0
467047,0.0
275365,0.0
203833,1.0
487641,0.0
167289,0.0
113222,0.0
200768,0.0
192930,1.0
215621,0.0
197588,1.0
287136,1.0
118327,1.0
168863,1.0
478311,1.0
272077,0.0
67408,1.0
226048,0.0
157613,1.0
275536,1.0
134778,0.0
86915,1.0
139615,1.0
233608,0.0
58580,1.0
215064,1.0
13766,0.0
248989,0.0
86541,0.0
156991,1.0
297716,1.0
178175,0.0
244754,0.0
281740,1.0
201665,0.0
161949,0.0
138424,0.0
463373,0.0
426767,1.0
398747,0.0
297735,0.0
305735,0.0
394855,1.0
2717,0.0
362942,0.0
96784,0.0
76948,1.0
201385,1.0
320434,1.0
252509,0.0
263337,1.0
416840,0.0
178717,1.0
27050,1.0
281326,0.0
167191,1.0
319737,0.0
123451,0.0
266191,0.0
352434,1.0
3479,1.0
105194,0.0
45758,0.0
500227,1.0
215511,1.0
259639,1.0
125463,1.0
282740,0.0
20494,0.0
467418,0.0
453209,0.0
225374,1.0
18845,0.0
502663,0.0
336986,1.0
21382,0.0
8147,0.0
59635,1.0
289352,0.0
213846,0.0
123036,1.0
163741,0.0
230812,0.0
91250,0.0
175077,1.0
39682,0.0
409484,0.0
324860,0.0
215112,0.0
355541,1.0
364266,0.0
221707,0.0
494846,1.0
130638,1.0
131482,1.0
438368,1.0
28841,0.0
154477,1.0
59318,0.0
6524,0.0
344944,0.0
351194,1.0
396794,0.0
152252,0.0
85097,0.0
377024,0.0
151911,0.0
268511,0.0
260155,1.0
136347,0.0
143284,1.0
148016,0.0
337860,0.0
420206,0.0
292837,0.0
5692,0.0
387769,0.0
236836,0.0
177023,0.0
45857,1.0
161900,0.0
314245,0.0
222354,1.0
217277,0.0
504533,1.0
160995,1.0
271605,0.0
85398,0.0
308359,0.0
328319,1.0
382000,1.0
232341,0.0
471766,0.0
22949,0.0
35381,1.0
237147,0.0
128261,1.0
490186,1.0
346115,0.0
284761,1.0
164567,0.0
482453,1.0
149644,1.0
283739,0.0
341716,0.0
139303,0.0
491455,1.0
48845,0.0
115322,0.0
433307,1.0
191380,0.0
454891,1.0
417109,0.0
116191,0.0
313021,0.0
52157,1.0
458742,0.0
163996,0.0
326779,0.0
329578,1.0
224966,0.0
20896,1.0
262965,1.0
196619,0.0
173011,1.0
12538,0.0
288492,0.0
112810,0.0
120363,0.0
189215,0.0
153348,1.0
51817,1.0
5028,1.0
229573,0.0
167421,0.0
159331,0.0
127974,1.0
207034,0.0
200106,1.0
277928,1.0
28741,0.0
329397,0.0
86158,1.0
444739,0.0
37593,1.0
324693,0.0
11807,1.0
11362,0.0
215287,1.0
268556,0.0
41692,0.0
45286,1.0
410186,0.0
99805,0.0
193350,0.0
239715,1.0
234086,0.0
189561,0.0
319057,0.0
301752,1.0
341470,0.0
362027,0.0
300886,1.0
41371,0.0
212273,0.0
197470,0.0
219323,1.0
405029,0.0
418549,0.0
195298,0.0
261349,0.0
170973,0.0
335450,0.0
148437,0.0
85317,0.0
443776,0.0
348813,0.0
23023,0.0
38199,1.0
379230,1.0
222291,0.0
268057,0.0
52356,0.0
506851,1.0
465207,0.0
221761,1.0
79578,0.0
43345,0.0
12386,1.0
79718,0.0
220011,0.0
220539,0.0
62082,0.0
63382,1.0
502317,0.0
337530,0.0
21516,0.0
16410,0.0
289149,1.0
348579,0.0
323599,0.0
339794,0.0
279308,0.0
257375,0.0
345593,0.0
437646,0.0
197968,1.0
2136,0.0
294130,1.0
186316,1.0
269032,0.0
156382,1.0
13346,1.0
410112,0.0
49266,0.0
88453,1.0
440610,0.0
339558,0.0
22510,1.0
289752,0.0
460494,1.0
444048,1.0
282069,1.0
